account_id,customer_id,account_type,currency,opened_on,closed_on,overdraft_limit
7650,1,savings,EUR,2024-10-17,,0.00
7651,8879,savings,EUR,2024-04-19,,0.00
7652,2492,savings,GBP,2024-09-27,,0.00
7653,1,current,GBP,2024-02-05,,250.00
7654,1199,savings,EUR,2024-04-30,,0.00
7655,4,current,GBP,2024-12-05,,0.00
7656,1,savings,USD,2025-08-05,,0.00
7657,12,current,GBP,2024-11-19,2025-06-10,1000.00
7658,1822,current,GBP,2025-05-04,,2000.00
7659,18,current,GBP,2024-06-04,2025-08-28,0.00
7660,4,current,USD,2025-06-14,,250.00
7661,6,current,GBP,2025-11-17,,250.00
7662,9,credit_card,USD,2024-03-22,,0.00
7663,29,savings,GBP,2024-01-05,,0.00
7664,33,savings,GBP,2025-04-20,,0.00
7665,360,current,GBP,2025-03-14,,250.00
7666,9,current,USD,2024-04-01,,0.00
7667,22,current,GBP,2025-11-06,,2000.00
7668,1,credit_card,GBP,2025-04-22,,0.00
7669,215,savings,GBP,2024-10-03,,0.00
7670,5,current,GBP,2025-03-01,,1000.00
7671,157,current,EUR,2025-01-17,,500.00
7672,4,credit_card,EUR,2024-02-25,,0.00
7673,7677,current,GBP,2025-11-09,,0.00
7674,4369,credit_card,GBP,2025-05-14,,0.00
7675,82,credit_card,USD,2024-09-14,,0.00
7676,1,current,GBP,2024-12-31,,2000.00
7677,236,current,USD,2024-12-27,,0.00
7678,1181,current,USD,2025-05-25,,0.00
7679,341,savings,GBP,2025-08-10,,0.00
7680,150,current,GBP,2024-01-19,2024-12-05,2000.00
7681,22,credit_card,GBP,2025-06-05,,0.00
7682,1892,current,EUR,2025-12-23,,500.00
7683,6,savings,GBP,2024-09-04,,0.00
7684,3,current,EUR,2025-02-11,,1000.00
7685,28,savings,GBP,2025-06-08,,0.00
7686,11,credit_card,GBP,2025-10-12,,0.00
7687,104,current,USD,2024-09-04,,1000.00
7688,4465,savings,GBP,2024-05-17,,0.00
7689,4854,current,EUR,2024-12-01,,500.00
7690,234,savings,USD,2025-01-24,,0.00
7691,14,current,EUR,2025-11-26,,2000.00
7692,65,current,GBP,2025-01-25,,0.00
7693,578,savings,GBP,2024-10-27,,0.00
7694,2,credit_card,GBP,2024-01-21,,0.00
7695,2,savings,GBP,2024-06-06,,0.00
7696,113,current,GBP,2025-12-09,,250.00
7697,5578,current,USD,2024-08-17,,0.00
7698,3,current,EUR,2025-01-15,,500.00
7699,1,current,GBP,2025-01-28,,1000.00
7700,2,savings,GBP,2025-07-11,,0.00
7701,168,current,EUR,2024-12-28,,0.00
7702,343,loan,USD,2025-11-20,,0.00
7703,1,loan,EUR,2025-03-27,2025-06-10,0.00
7704,6,savings,GBP,2024-05-19,,0.00
7705,52,current,GBP,2024-02-19,,250.00
7706,142,current,GBP,2024-10-09,,2000.00
7707,5,savings,USD,2025-06-18,,0.00
7708,1,savings,EUR,2025-04-29,,0.00
7709,2,current,GBP,2024-04-22,2024-06-29,1000.00
7710,1,savings,EUR,2025-05-06,,0.00
7711,1,savings,GBP,2024-12-22,,0.00
7712,1,credit_card,GBP,2025-01-30,,0.00
7713,1,savings,USD,2025-12-30,,0.00
7714,1,current,GBP,2024-07-06,,1000.00
7715,4,current,GBP,2024-04-02,,500.00
7716,33,current,USD,2024-11-04,,1000.00
7717,124,loan,USD,2025-03-10,,0.00
7718,74,current,GBP,2025-07-04,,0.00
7719,243,current,USD,2024-05-26,,1000.00
7720,855,current,USD,2025-08-30,,2000.00
7721,1,current,GBP,2025-08-09,,1000.00
7722,4,current,USD,2024-01-15,,0.00
7723,7844,savings,GBP,2024-04-04,,0.00
7724,9,savings,USD,2025-03-20,,0.00
7725,215,credit_card,GBP,2025-10-15,2026-08-12,0.00
7726,1,savings,EUR,2025-10-23,,0.00
7727,2,savings,USD,2024-03-15,,0.00
7728,69,credit_card,GBP,2024-02-08,,0.00
7729,351,current,GBP,2025-07-14,,0.00
7730,27,current,GBP,2025-01-26,2025-09-18,2000.00
7731,22,current,USD,2024-12-30,,0.00
7732,291,credit_card,GBP,2024-10-09,,0.00
7733,2,current,GBP,2025-10-03,,250.00
7734,6,current,GBP,2025-05-25,2026-05-31,500.00
7735,2129,savings,GBP,2024-11-11,,0.00
7736,139,credit_card,EUR,2024-02-14,,0.00
7737,1888,current,GBP,2025-08-14,,0.00
7738,13,savings,GBP,2024-09-13,,0.00
7739,5,savings,GBP,2025-12-23,,0.00
7740,1072,current,EUR,2024-06-16,2025-10-17,2000.00
7741,3,savings,GBP,2025-12-07,,0.00
7742,1,current,USD,2024-07-05,,0.00
7743,32,savings,GBP,2025-08-02,2026-05-24,0.00
7744,13,current,EUR,2025-02-02,,500.00
7745,2,savings,GBP,2024-11-15,,0.00
7746,1,savings,GBP,2024-01-26,,0.00
7747,4,savings,GBP,2024-06-29,,0.00
7748,6531,savings,USD,2024-04-09,,0.00
7749,1606,current,GBP,2024-03-12,,500.00
7750,675,savings,GBP,2024-03-24,2025-05-07,0.00
7751,57,current,USD,2025-08-30,,1000.00
7752,735,current,GBP,2024-07-11,,1000.00
7753,292,credit_card,GBP,2025-10-25,,0.00
7754,379,current,GBP,2025-08-25,,250.00
7755,4,savings,GBP,2025-11-30,,0.00
7756,5378,current,GBP,2025-12-30,2027-05-10,2000.00
7757,18,credit_card,GBP,2025-02-09,,0.00
7758,8,current,USD,2024-08-16,,250.00
7759,212,credit_card,GBP,2024-06-15,,0.00
7760,173,current,USD,2024-05-18,,1000.00
7761,1,current,USD,2024-03-03,,500.00
7762,311,current,GBP,2024-08-29,,250.00
7763,2,current,GBP,2025-07-25,2026-07-05,500.00
7764,17,current,USD,2025-10-03,,250.00
7765,5,credit_card,GBP,2024-10-11,,0.00
7766,8468,credit_card,USD,2025-02-20,2025-10-12,0.00
7767,1,savings,GBP,2024-11-23,,0.00
7768,3908,loan,GBP,2025-05-15,,0.00
7769,4,current,USD,2025-07-01,,500.00
7770,10,current,GBP,2025-12-06,,1000.00
7771,1507,credit_card,USD,2025-10-31,,0.00
7772,388,credit_card,GBP,2025-06-13,,0.00
7773,5,current,GBP,2024-03-08,2024-09-28,500.00
7774,268,current,USD,2025-12-18,,1000.00
7775,29,credit_card,GBP,2024-02-02,,0.00
7776,22,savings,GBP,2024-05-26,2025-06-02,0.00
7777,27,credit_card,GBP,2024-10-11,,0.00
7778,108,current,GBP,2025-02-18,,500.00
7779,27,current,GBP,2025-07-02,,250.00
7780,2,current,GBP,2024-11-22,,0.00
7781,24,loan,GBP,2024-08-04,,0.00
7782,76,current,USD,2024-02-11,,2000.00
7783,9,current,GBP,2025-03-08,,2000.00
7784,4418,current,GBP,2024-08-13,,1000.00
7785,234,current,GBP,2024-08-04,,250.00
7786,28,current,USD,2024-12-24,,500.00
7787,2,savings,EUR,2025-05-28,,0.00
7788,1,credit_card,EUR,2024-02-17,,0.00
7789,552,current,GBP,2024-02-28,,1000.00
7790,311,credit_card,GBP,2024-04-24,,0.00
7791,1,current,EUR,2025-12-30,,0.00
7792,28,current,GBP,2024-11-01,,250.00
7793,9,loan,EUR,2024-09-11,,0.00
7794,4319,current,GBP,2025-01-30,,1000.00
7795,5,credit_card,GBP,2025-11-28,,0.00
7796,81,savings,USD,2025-07-01,,0.00
7797,412,savings,GBP,2025-09-25,,0.00
7798,117,credit_card,GBP,2025-07-12,,0.00
7799,44,savings,EUR,2025-03-06,,0.00
7800,1,current,GBP,2024-09-01,,250.00
7801,2,credit_card,GBP,2025-12-14,2027-02-19,0.00
7802,331,current,GBP,2025-10-10,,0.00
7803,2,current,GBP,2024-08-28,,500.00
7804,6354,loan,GBP,2024-12-21,,0.00
7805,370,loan,GBP,2025-01-31,,0.00
7806,146,savings,GBP,2025-10-14,,0.00
7807,1,savings,GBP,2024-06-01,2024-10-16,0.00
7808,8,current,EUR,2024-06-25,,2000.00
7809,1,current,GBP,2025-09-16,,2000.00
7810,563,current,USD,2024-12-28,,1000.00
7811,6,credit_card,GBP,2024-10-01,,0.00
7812,201,savings,GBP,2025-01-28,,0.00
7813,1,savings,USD,2024-12-27,,0.00
7814,6,savings,USD,2025-07-22,,0.00
7815,2024,current,GBP,2024-08-28,,500.00
7816,32,savings,GBP,2025-05-22,2025-09-22,0.00
7817,2,current,USD,2024-07-14,,0.00
7818,21,savings,GBP,2025-06-07,,0.00
7819,2,savings,USD,2024-06-23,,0.00
7820,1557,savings,GBP,2024-09-12,,0.00
7821,1181,savings,USD,2024-05-29,,0.00
7822,143,savings,USD,2024-08-27,,0.00
7823,835,credit_card,USD,2024-01-19,,0.00
7824,12,current,GBP,2025-11-17,,500.00
7825,352,current,GBP,2024-11-07,,250.00
7826,134,current,GBP,2024-07-05,,2000.00
7827,7,savings,USD,2025-07-21,,0.00
7828,6,savings,GBP,2024-10-07,,0.00
7829,46,current,EUR,2025-11-26,,1000.00
7830,310,loan,USD,2024-02-23,,0.00
7831,7,current,EUR,2024-10-07,,500.00
7832,5,current,USD,2025-03-31,,500.00
7833,4,current,GBP,2024-05-25,,500.00
7834,4653,current,GBP,2024-05-28,,250.00
7835,81,current,EUR,2025-02-28,,250.00
7836,334,savings,GBP,2025-07-03,,0.00
7837,14,savings,USD,2025-02-08,,0.00
7838,1,current,GBP,2025-01-19,,250.00
7839,1,current,GBP,2025-06-29,,0.00
7840,6,current,GBP,2025-11-08,,1000.00
7841,1,savings,EUR,2025-04-22,,0.00
7842,264,current,EUR,2025-12-20,,250.00
7843,23,savings,EUR,2025-02-25,,0.00
7844,13,current,GBP,2024-12-02,,1000.00
7845,5,current,GBP,2024-10-25,,250.00
7846,534,savings,GBP,2025-05-12,,0.00
7847,3,current,USD,2024-04-11,,1000.00
7848,7,current,GBP,2025-01-28,,1000.00
7849,1,current,EUR,2025-11-15,,500.00
7850,432,credit_card,GBP,2024-02-27,,0.00
7851,17,savings,GBP,2025-04-28,,0.00
7852,911,current,GBP,2024-11-19,,1000.00
7853,2385,credit_card,USD,2025-08-23,,0.00
7854,78,loan,GBP,2024-12-28,2026-05-11,0.00
7855,4,savings,GBP,2025-07-09,,0.00
7856,79,savings,GBP,2024-07-09,,0.00
7857,22,loan,GBP,2025-09-23,,0.00
7858,691,current,GBP,2025-12-22,,250.00
7859,27,current,GBP,2025-10-23,,250.00
7860,9,current,GBP,2025-01-09,,2000.00
7861,3,current,GBP,2025-05-09,,500.00
7862,163,current,USD,2024-05-20,,500.00
7863,40,current,GBP,2024-06-07,,500.00
7864,4,current,USD,2024-11-28,,250.00
7865,15,current,GBP,2025-12-26,,500.00
7866,2233,savings,USD,2025-03-22,,0.00
7867,3827,credit_card,GBP,2025-01-29,,0.00
7868,16,current,GBP,2025-09-22,2026-12-08,250.00
7869,4786,savings,GBP,2024-05-01,,0.00
7870,3542,savings,GBP,2025-11-18,,0.00
7871,10,savings,EUR,2025-04-29,,0.00
7872,136,savings,EUR,2024-10-08,2026-02-02,0.00
7873,8215,current,GBP,2025-05-05,,250.00
7874,93,loan,GBP,2024-10-14,,0.00
7875,95,savings,EUR,2025-01-09,,0.00
7876,517,savings,GBP,2025-10-06,,0.00
7877,8708,credit_card,GBP,2024-06-21,,0.00
7878,22,credit_card,USD,2024-09-07,,0.00
7879,111,credit_card,EUR,2024-03-15,,0.00
7880,15,current,GBP,2024-08-08,2025-10-05,0.00
7881,5173,current,GBP,2025-07-19,,500.00
7882,7,current,GBP,2024-10-22,,250.00
7883,7148,savings,USD,2024-07-16,,0.00
7884,2755,current,GBP,2024-06-28,,0.00
7885,71,loan,GBP,2025-06-07,,0.00
7886,58,current,GBP,2025-06-09,,1000.00
7887,3,savings,GBP,2025-03-19,,0.00
7888,61,credit_card,GBP,2025-02-18,,0.00
7889,2189,current,USD,2024-07-22,,500.00
7890,1,current,GBP,2024-06-06,,0.00
7891,13,current,GBP,2024-10-07,,1000.00
7892,12,savings,GBP,2025-03-22,,0.00
7893,90,current,GBP,2025-12-01,,0.00
7894,1181,savings,GBP,2024-09-22,,0.00
7895,2,loan,GBP,2025-04-25,,0.00
7896,22,savings,USD,2024-11-21,,0.00
7897,10,current,GBP,2024-12-02,,1000.00
7898,28,current,GBP,2025-01-01,2026-01-20,0.00
7899,2,current,USD,2024-10-27,,1000.00
7900,1010,savings,GBP,2025-07-23,,0.00
7901,457,current,GBP,2024-12-04,,1000.00
7902,1647,credit_card,EUR,2025-03-04,2025-06-14,0.00
7903,224,current,GBP,2025-12-20,,250.00
7904,390,credit_card,USD,2025-10-27,,0.00
7905,2434,loan,GBP,2024-06-23,,0.00
7906,381,current,GBP,2025-06-15,,500.00
7907,2461,current,GBP,2024-05-02,,2000.00
7908,7,current,GBP,2024-03-20,,0.00
7909,15,savings,GBP,2024-01-02,,0.00
7910,1,current,GBP,2024-01-14,,2000.00
7911,4,savings,GBP,2024-07-12,,0.00
7912,65,current,GBP,2025-02-02,,1000.00
7913,13,savings,GBP,2024-10-01,2025-07-06,0.00
7914,220,current,GBP,2024-07-08,,2000.00
7915,57,current,USD,2024-09-21,,500.00
7916,5,savings,USD,2025-09-22,,0.00
7917,5,loan,GBP,2024-03-03,,0.00
7918,1,current,GBP,2024-09-22,,250.00
7919,1153,savings,EUR,2024-06-08,,0.00
7920,96,current,GBP,2024-12-26,,2000.00
7921,294,current,GBP,2025-05-20,,250.00
7922,8,current,GBP,2025-01-09,,1000.00
7923,11,current,GBP,2024-12-06,,250.00
7924,3,current,GBP,2025-06-07,,2000.00
7925,2,current,USD,2025-07-25,,2000.00
7926,2,loan,GBP,2024-06-03,,0.00
7927,4,current,GBP,2025-12-06,,250.00
7928,29,savings,USD,2025-12-31,,0.00
7929,357,current,GBP,2025-01-02,,250.00
7930,1,savings,GBP,2025-02-08,,0.00
7931,3,current,GBP,2025-09-07,,2000.00
7932,4,current,GBP,2024-11-04,,250.00
7933,104,savings,USD,2025-02-23,,0.00
7934,301,current,USD,2025-06-01,,0.00
7935,1097,savings,GBP,2024-04-12,,0.00
7936,1,current,GBP,2024-12-20,,1000.00
7937,2,current,GBP,2025-09-16,,0.00
7938,1,loan,GBP,2024-03-17,,0.00
7939,287,current,GBP,2025-12-23,,250.00
7940,53,current,GBP,2024-12-24,,1000.00
7941,25,savings,GBP,2025-09-23,,0.00
7942,26,current,USD,2025-10-13,,0.00
7943,16,savings,GBP,2025-08-14,,0.00
7944,175,current,EUR,2025-06-18,2026-03-14,0.00
7945,171,current,EUR,2025-07-11,,250.00
7946,474,current,GBP,2024-08-29,,1000.00
7947,3,current,USD,2025-04-29,,500.00
7948,1711,loan,GBP,2025-12-21,2027-04-25,0.00
7949,47,savings,GBP,2024-08-31,,0.00
7950,1398,savings,GBP,2024-06-12,,0.00
7951,1,current,GBP,2025-01-25,,0.00
7952,245,current,EUR,2024-10-27,,500.00
7953,223,savings,GBP,2024-03-02,,0.00
7954,7,current,GBP,2024-03-11,,1000.00
7955,4,current,EUR,2024-12-12,,250.00
7956,96,savings,EUR,2024-10-17,2025-06-03,0.00
7957,3,credit_card,GBP,2024-11-29,,0.00
7958,5,current,GBP,2024-10-11,,1000.00
7959,3007,savings,GBP,2024-01-28,,0.00
7960,92,savings,GBP,2025-08-03,,0.00
7961,770,current,GBP,2024-03-25,,2000.00
7962,9,savings,GBP,2025-12-13,,0.00
7963,1,loan,EUR,2025-12-18,,0.00
7964,14,savings,GBP,2025-08-02,,0.00
7965,2,savings,GBP,2025-11-03,,0.00
7966,5,current,GBP,2024-06-16,,2000.00
7967,19,current,USD,2025-02-06,,250.00
7968,7726,current,USD,2025-12-22,,500.00
7969,1,current,USD,2025-09-27,,2000.00
7970,148,current,GBP,2024-11-21,,0.00
7971,4,savings,GBP,2025-11-16,,0.00
7972,223,current,GBP,2024-01-03,,500.00
7973,2731,savings,USD,2025-06-05,,0.00
7974,1104,current,GBP,2025-11-18,,500.00
7975,30,current,GBP,2024-03-20,,250.00
7976,81,current,USD,2024-11-07,,250.00
7977,119,savings,USD,2024-11-09,,0.00
7978,18,current,USD,2025-02-05,,250.00
7979,864,savings,GBP,2025-08-22,2025-11-12,0.00
7980,420,credit_card,GBP,2025-06-11,,0.00
7981,134,current,GBP,2025-01-07,,2000.00
7982,4,current,EUR,2025-06-09,,500.00
7983,25,savings,GBP,2024-01-22,,0.00
7984,1,savings,GBP,2024-09-25,,0.00
7985,964,loan,GBP,2024-02-24,,0.00
7986,484,current,GBP,2025-08-01,,1000.00
7987,2,current,USD,2025-11-01,,2000.00
7988,462,current,GBP,2024-02-14,,2000.00
7989,594,savings,GBP,2024-06-04,,0.00
7990,65,loan,GBP,2025-02-22,,0.00
7991,326,current,GBP,2025-11-21,,1000.00
7992,2,credit_card,GBP,2025-07-30,,0.00
7993,208,current,GBP,2024-09-03,,2000.00
7994,2089,credit_card,EUR,2025-02-06,,0.00
7995,8,savings,GBP,2024-04-30,,0.00
7996,2,savings,GBP,2024-11-30,,0.00
7997,122,current,GBP,2024-09-07,2025-03-14,500.00
7998,5,credit_card,GBP,2025-01-07,,0.00
7999,15,savings,GBP,2024-07-02,,0.00
8000,68,credit_card,GBP,2024-12-07,,0.00
8001,5118,current,GBP,2024-12-03,,250.00
8002,20,current,USD,2025-06-05,,2000.00
8003,1,savings,EUR,2025-07-16,,0.00
8004,2818,current,USD,2025-10-25,,1000.00
8005,69,savings,GBP,2025-01-11,,0.00
8006,10,savings,EUR,2024-03-11,,0.00
8007,22,current,GBP,2025-05-29,,0.00
8008,2818,credit_card,USD,2024-02-17,,0.00
8009,5,current,EUR,2025-12-16,,500.00
8010,71,current,GBP,2025-07-05,,0.00
8011,349,current,GBP,2024-10-21,2025-08-06,500.00
8012,8,savings,GBP,2025-01-31,,0.00
8013,1,current,USD,2024-03-11,,2000.00
8014,1,current,GBP,2024-02-25,,2000.00
8015,335,savings,USD,2025-09-15,,0.00
8016,954,savings,EUR,2025-12-13,,0.00
8017,49,current,USD,2025-04-23,,0.00
8018,52,current,GBP,2024-07-12,2025-10-14,2000.00
8019,485,savings,GBP,2024-07-27,,0.00
8020,3463,current,GBP,2024-11-09,,0.00
8021,2,current,GBP,2025-09-19,,0.00
8022,2,savings,GBP,2025-11-15,,0.00
8023,74,credit_card,GBP,2024-09-03,,0.00
8024,8,credit_card,USD,2024-02-01,,0.00
8025,90,current,USD,2024-05-27,,2000.00
8026,1,credit_card,GBP,2024-07-14,,0.00
8027,8,loan,GBP,2025-01-09,2025-06-07,0.00
8028,2,savings,GBP,2025-11-29,,0.00
8029,3772,current,GBP,2024-08-01,,2000.00
8030,3,savings,GBP,2024-05-02,,0.00
8031,1434,current,USD,2024-08-22,,0.00
8032,413,savings,USD,2025-07-10,,0.00
8033,300,credit_card,EUR,2025-10-10,2026-11-28,0.00
8034,84,current,GBP,2024-08-03,,0.00
8035,14,savings,USD,2025-09-15,,0.00
8036,177,current,GBP,2025-03-16,,500.00
8037,24,current,USD,2024-02-13,,2000.00
8038,126,savings,GBP,2024-11-22,,0.00
8039,1,savings,GBP,2024-06-20,,0.00
8040,5,savings,GBP,2024-03-30,,0.00
8041,4393,current,GBP,2024-11-21,,2000.00
8042,1,credit_card,GBP,2024-12-23,,0.00
8043,1,current,GBP,2025-05-10,,0.00
8044,1,current,GBP,2024-08-15,,1000.00
8045,462,savings,USD,2025-12-02,,0.00
8046,1,credit_card,GBP,2025-05-08,,0.00
8047,87,current,GBP,2025-12-04,,500.00
8048,795,current,GBP,2024-03-08,2025-03-10,250.00
8049,1622,current,GBP,2025-06-03,,2000.00
8050,1,current,USD,2025-06-15,,1000.00
8051,2,savings,GBP,2024-11-01,,0.00
8052,1,credit_card,USD,2024-12-27,2025-05-02,0.00
8053,4856,savings,GBP,2025-01-21,,0.00
8054,1,current,EUR,2024-05-27,,500.00
8055,39,current,GBP,2024-07-01,,500.00
8056,3,loan,GBP,2024-11-28,,0.00
8057,2,credit_card,EUR,2024-12-10,,0.00
8058,3,savings,GBP,2025-02-10,,0.00
8059,35,savings,GBP,2025-01-04,,0.00
8060,10,savings,USD,2025-01-22,,0.00
8061,1,current,GBP,2024-11-19,,1000.00
8062,2,credit_card,GBP,2025-02-04,,0.00
8063,4,current,USD,2024-06-27,,2000.00
8064,10,current,EUR,2025-04-28,,2000.00
8065,2,current,GBP,2025-12-02,,0.00
8066,3915,credit_card,GBP,2025-12-19,,0.00
8067,7,current,GBP,2024-05-18,,2000.00
8068,1047,current,EUR,2025-08-30,,1000.00
8069,1,credit_card,GBP,2024-01-14,,0.00
8070,3,current,GBP,2024-02-05,,250.00
8071,120,current,USD,2024-12-23,,250.00
8072,1203,credit_card,USD,2024-07-25,,0.00
8073,24,loan,USD,2025-11-24,,0.00
8074,1172,savings,USD,2025-10-12,,0.00
8075,3968,savings,EUR,2025-08-11,2025-12-04,0.00
8076,3332,savings,GBP,2024-05-04,,0.00
8077,2479,savings,GBP,2024-01-13,,0.00
8078,838,current,EUR,2024-03-27,,0.00
8079,1,current,GBP,2024-10-26,,0.00
8080,29,current,GBP,2024-02-12,,0.00
8081,1,current,GBP,2025-09-09,,2000.00
8082,9,loan,EUR,2025-05-28,2025-12-13,0.00
8083,138,current,GBP,2025-08-22,,0.00
8084,52,savings,GBP,2025-09-26,,0.00
8085,845,savings,GBP,2024-11-23,2025-08-12,0.00
8086,10,current,USD,2024-12-12,,2000.00
8087,102,credit_card,GBP,2024-09-07,,0.00
8088,5429,savings,USD,2025-07-06,,0.00
8089,1573,loan,GBP,2024-02-08,,0.00
8090,1,loan,USD,2025-12-30,,0.00
8091,13,current,USD,2024-07-27,,1000.00
8092,1933,current,EUR,2025-12-11,,500.00
8093,3,current,USD,2025-11-21,,250.00
8094,13,savings,GBP,2025-05-07,,0.00
8095,3250,savings,EUR,2025-04-27,,0.00
8096,1,current,GBP,2024-07-13,,1000.00
8097,2512,current,GBP,2025-12-14,,0.00
8098,13,current,GBP,2025-12-31,,0.00
8099,28,loan,EUR,2024-10-03,2025-06-01,0.00
8100,9,current,GBP,2025-09-11,,500.00
8101,851,current,EUR,2025-07-08,,250.00
8102,6,savings,USD,2024-10-17,,0.00
8103,20,current,USD,2024-05-12,,2000.00
8104,5,current,GBP,2024-11-17,,0.00
8105,82,current,USD,2025-03-30,,1000.00
8106,4,current,USD,2024-11-14,,500.00
8107,2909,current,GBP,2024-04-30,,500.00
8108,5,savings,GBP,2025-02-14,2025-04-05,0.00
8109,343,current,USD,2025-01-19,,250.00
8110,2,current,GBP,2025-10-07,,500.00
8111,1654,current,GBP,2024-12-05,2025-04-26,0.00
8112,1001,credit_card,GBP,2024-02-25,2024-04-20,0.00
8113,18,current,EUR,2025-12-23,,1000.00
8114,1,savings,GBP,2025-05-25,,0.00
8115,60,current,EUR,2024-07-08,,2000.00
8116,3,savings,GBP,2025-06-09,,0.00
8117,6,credit_card,GBP,2024-12-12,,0.00
8118,3,current,GBP,2025-03-18,,500.00
8119,4938,current,GBP,2024-12-21,,1000.00
8120,3,savings,GBP,2025-11-08,,0.00
8121,58,savings,USD,2024-08-11,,0.00
8122,41,savings,GBP,2025-04-07,,0.00
8123,31,savings,EUR,2025-12-30,,0.00
8124,190,credit_card,EUR,2025-08-20,,0.00
8125,44,credit_card,GBP,2025-09-28,,0.00
8126,10,savings,GBP,2025-09-09,,0.00
8127,3,current,GBP,2025-12-27,,2000.00
8128,1,savings,GBP,2025-07-26,2026-04-13,0.00
8129,7923,current,GBP,2025-08-25,,0.00
8130,23,current,USD,2025-05-25,,0.00
8131,95,savings,GBP,2025-12-12,,0.00
8132,1,credit_card,GBP,2025-05-22,,0.00
8133,840,current,GBP,2024-07-03,,0.00
8134,98,loan,GBP,2025-02-01,,0.00
8135,691,savings,GBP,2025-08-17,,0.00
8136,323,savings,EUR,2024-05-10,,0.00
8137,1103,current,GBP,2025-01-12,,2000.00
8138,1,current,GBP,2025-04-06,,250.00
8139,52,savings,USD,2025-01-27,,0.00
8140,55,current,GBP,2025-11-20,,0.00
8141,46,current,EUR,2024-02-04,,500.00
8142,5,current,GBP,2024-02-06,,1000.00
8143,2,credit_card,GBP,2025-01-31,,0.00
8144,1982,savings,EUR,2025-02-17,,0.00
8145,1,loan,GBP,2024-12-07,,0.00
8146,8,savings,GBP,2025-02-03,,0.00
8147,3,savings,GBP,2024-05-08,2025-03-30,0.00
8148,2035,current,GBP,2024-02-25,,1000.00
8149,728,current,GBP,2024-08-09,,1000.00
8150,336,savings,GBP,2025-10-22,,0.00
8151,1904,savings,USD,2024-09-02,,0.00
8152,2,current,USD,2024-10-23,,0.00
8153,382,current,EUR,2024-06-19,2024-07-23,250.00
8154,1,current,GBP,2024-08-25,,250.00
8155,13,current,USD,2024-04-21,,1000.00
8156,9,savings,USD,2024-12-01,,0.00
8157,9,savings,GBP,2025-08-09,,0.00
8158,110,savings,EUR,2024-02-08,,0.00
8159,1,savings,EUR,2025-09-03,,0.00
8160,2,current,GBP,2024-01-29,,0.00
8161,2,current,GBP,2025-11-06,,1000.00
8162,1,savings,USD,2024-03-06,,0.00
8163,124,credit_card,EUR,2024-11-17,,0.00
8164,2,savings,GBP,2025-08-16,,0.00
8165,2,current,USD,2024-03-19,,0.00
8166,1,savings,GBP,2025-03-25,,0.00
8167,10,savings,GBP,2025-06-18,,0.00
8168,4630,loan,EUR,2024-07-11,,0.00
8169,110,current,GBP,2024-05-03,,500.00
8170,183,savings,EUR,2024-09-28,,0.00
8171,149,savings,GBP,2025-02-16,,0.00
8172,1,current,GBP,2025-09-22,,0.00
8173,2506,savings,GBP,2024-10-08,,0.00
8174,29,loan,GBP,2024-10-07,,0.00
8175,2,current,GBP,2025-03-13,,2000.00
8176,2622,current,GBP,2025-04-29,,2000.00
8177,31,current,GBP,2025-01-05,,500.00
8178,25,current,GBP,2025-09-09,,0.00
8179,60,current,GBP,2024-07-17,,1000.00
8180,1,current,USD,2025-03-25,,0.00
8181,2046,current,GBP,2025-05-13,,250.00
8182,2948,current,GBP,2025-03-20,,250.00
8183,11,savings,GBP,2024-08-27,,0.00
8184,933,loan,GBP,2025-12-29,,0.00
8185,105,current,GBP,2024-04-25,,500.00
8186,221,loan,EUR,2024-10-03,,0.00
8187,11,savings,USD,2024-04-27,,0.00
8188,21,current,GBP,2025-06-19,,1000.00
8189,52,savings,GBP,2024-11-06,,0.00
8190,20,credit_card,GBP,2024-09-18,,0.00
8191,11,credit_card,USD,2024-05-09,,0.00
8192,85,savings,GBP,2025-02-03,,0.00
8193,15,credit_card,USD,2025-01-07,,0.00
8194,1189,savings,USD,2024-03-28,,0.00
8195,2,current,GBP,2024-09-27,,1000.00
8196,2,savings,EUR,2025-08-01,2026-08-10,0.00
8197,764,loan,GBP,2025-03-16,,0.00
8198,52,loan,EUR,2024-03-31,,0.00
8199,70,savings,USD,2024-05-30,,0.00
8200,34,savings,USD,2024-08-22,,0.00
8201,343,current,EUR,2024-10-09,,2000.00
8202,1,current,GBP,2025-04-08,,0.00
8203,792,credit_card,GBP,2024-09-29,,0.00
8204,99,current,GBP,2025-06-08,,1000.00
8205,3,current,GBP,2025-05-01,2026-01-28,1000.00
8206,3016,savings,USD,2025-04-26,,0.00
8207,245,credit_card,GBP,2024-08-02,,0.00
8208,2,current,USD,2025-06-03,,2000.00
8209,2,current,EUR,2025-05-14,,2000.00
8210,3,savings,USD,2025-10-06,,0.00
8211,262,savings,GBP,2025-11-13,2026-09-15,0.00
8212,5,current,GBP,2024-03-03,2024-07-09,500.00
8213,8,current,GBP,2024-07-28,,500.00
8214,7,savings,GBP,2025-12-19,,0.00
8215,3,savings,EUR,2025-08-11,,0.00
8216,18,savings,GBP,2024-03-05,,0.00
8217,2,current,USD,2025-08-06,,500.00
8218,3,savings,EUR,2025-09-22,,0.00
8219,1,savings,GBP,2024-09-06,,0.00
8220,975,savings,USD,2025-12-18,,0.00
